modified,"Work/
Munkanem","Work/
Munkanem","Position/
tétel",Description,Leírás," Quantity/
mennyiség ","Unit/
egység","Quantity modification from GC 
(if needed +/- )","Materila unit price/
anyag egység ár HUF","Unit worker fees/
munka díj    egység ár   HUF","Unit price sum/
összes egység ár   HUF","Sum/
Összesen
HUF",,,,,,,
,400,471,22,Preparation of icomplete nstallation and detail design documentation,Az összes szerelési és részlet terv elkészítése, 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3685
,400,471,23,"preparation according to delivered execution design documents, 3 sets in printed form, 2 sets on CD,  in hungarian and english","az átadott kiviteli terveknek megfelelő kidolgozás, 3 pld nyomtatva, 2 pld CD, magyar és angol nyelven", 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3686
,400,471,24,Collision check with Autodesk Navisworks,Ütközés vizsgálat Autodesk Navisworks segítségével, 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3687
,400,471,25,"Equipment inspection, facilitating the necessary coordination and technical presentations","Berendezések felülvizsgálata, a szükséges megbeszélések és műszaki ismertetések", 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3688
,400,471,26,"Coordination of authorization and technival review with the relecant authorities, w. certifications","Egyeztetés, engedéyeztetés és műszaki felülvizsgálat az illetékes hatóságokkal, bizonylatolva", 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3689
,400,471,27,Oversight of loading and deareation,A töltés és légtelenítés ellenőrzése, 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3690
,400,471,28,documented after the succesful pressure test,az elvégzett nyomáspróba után dokumentálva, 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3691
,400,471,29,As-built documentation,Megvalósulási dokumentáció, 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3692
,400,471,30,"preparation of documents, 3 sets in printed form, 2 sets on CD,  in hungarian and english","Dokumentáció elkészítése 3 pld-ban, magyar és angol nyelven nyomtatva és 2 pld CD", 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3693
,400,471,31,On-time training of operation personnel,A kezelőszemélyzet egyszeri betanítása , 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3694
,400,471,32,Training protocol documentation,Betanítási jegyzőkönyv készítése, 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3695
,400,471,33,Commissioning and initial setup of equipment,A berendezés üzembehelyezése és beszabályozása, 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3696
,400,471,34,Pressure test,Nyomáspróba, 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3697
,400,471,35,"execution for the entire compressed air network according to regulations, protocolling","elvégzése az előírások szerint az egész sűrített levegős hálózatra, és jegyzőkönyv készítése", 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3698
,400,471,36,"Operation tests, tuning along with automation","Működés ellenőrzése, az automatikável közös beszabályozás", 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3699
,400,471,37,Labeling and marking,Táblázás és feliratozás, 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3700
,400,471,38,"Lable plate size: 100x50 mm w. welded mounting kit
Manufacturer: Hilti","Táblaméret: 100x50 mm hegeszetett tartóval
Gyártó: Hilti", 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3701
,400,471,39,Flow direction indication arrows according to DIN2404,Közeg áramlási irányának jelzése DIN2404 szerint, 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3702
,400,471,40,"Self adhesve flow direction display arrow
Size:230x40 mm","Öntapadós áramlásirány jelző nyíl 
Méret:230x40 mm", 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3703
,,,,,,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3704
,400,471,,Compressed air - Compressor room total,Sűrített levegő - Kompresszor gépház összesen,,,,,,,0,,IGAZ,IGAZ,HAMIS,!!!,,3705
,400,472,,Compressed air - Network,Sűrített levegő - Hálózat,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3706
,,,,General comments and requirements valid for the entire section:,"Egész fejezetre vonatkozó álltalános megjegyzések, elvárások:",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3707
,,,,"SUPPORT: Supports, struts, hangers, clamps and brackets should be counted to and priced with the actual item!","TARTÓZÁS: Támaszokat, tartókat, függesztőket, bilincseket csővezetékekhez, és berendezésekhez, mindig az aktuális tételhez kell árazni!",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3708
,,,,"Material flat prices should be specified so that they include the described equipment and other necessary auxiliary materials for a comlpete installation in one item!
E.g. the material price should cover: by appliances: supports, anchor bolts, clamps, connecting pieces on drainage / water side etc.
by pipes: supports, clamps, fittings, coupling elements, auxiliary materials, sealing gaskets, fire protective collars, etc.
by pipe accessories: counterflanges, bolts, union nuts, threaded rods or threadings, sealings, additonally needed supports, fixings, etc.","Az anyag egységárakat úgy kell meghatározni, hogy tartalmazza tételben leírt berendezéseket és az egyéb szükséges segéd anyagokkat is, hogy a komplett készre szereléshez tartalmazzon mindent!
Pl.: Berendezéseknél: tartók, dűbelek, bilincsek, csatlakozó elemek csatornaoldalon-vízoldalon, stb.
Csöveknél: tartók, csőbilincsek, idomok, kuplungok, hozaganyagok, tömítések, tűzgátló átvezetések, tűzgátló tömítések, stb.
Csővezetéki szerelvényeknél: ellenkarimák, csavarok, hollandik, menetes végeg v. menetvágások, tömítések, esetleges tartók, rögzítések, stb. anyagárait tartalmaznia kell!",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3709
,,,,"Labor flat-rate prices should be specified so that the result is an equipment installed at the intended location and in operation-ready condition according to design documentation. Pressure, leakage tests, trial runs and commissioning should be included in flat-rate prices.
For example: by equipment: complete living labor expenses from installation to making all connections, insulation, repair-painting, cladding, etc.
by pipes: preparation of support construction, pre-assembly of clamps/brackets, pipe mounting position and coupling method dependent labor costs, etc.
by pipe accessories: welding of counterflanges, union nut assembly, preparation of thread cutting, sealing and additionally necessary supports/hangers, fixings, etc.","Az egység munkadíjakat úgy kell meghatározni, hogy kompletten a tervek szerinti helyekre beépítve, működőképes állapotban átadható berendezéseket kapjunk végeredményűl. Nyomáspróbát, tömörségi próbát, próbaüzemet és beüzemelést az egység munkadíjaknak tartalmaznia kell.
Pl.: Berendezéseknél: Komplett élőmunkamennyiségét tartalmaznia kell a telepítéstől az összes csatlakozás elkészítéséig, szigetelések, javítófestések, szigetelések, burkolatok, stb. elkészítéséig.
Csöveknél: tartók előkészítésének, bilincsek előszerelésének, csövek helyére építésének, rögzítésének, csökapcsolatok technológiájának függvényében azok létrehozásának, stb. élőmunka árát.
Csővezetéki szerelvényeknél: ellenkarimák felhegesztésének, hollandis csatlakozók felszerelésének, menetvágások elkészítésének, tömítések elkészítésének, esetleges tartók és rögzítések, stb. elkészítésének élőmunka vonzatait kell árazni!",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3710
,,,,Bidder is obliged to produce a functioning and fully complete equipment construction., Az ajánlattevő köteles egy működőképes és egyben teljes komplett berendezés kivitelezést elkészíteni.,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3711
,,,,"Every equipment components are considered together with all the auxiliary materials, supporting elements, consumables necessary for connection, even if they are not separately indicated in the quotation."," Minden berendezés egységelemei minden esetben a csatlakozáshoz szükséges szerelési anyaggal, tartószerkezettel, fogyóeszközökkel értendők, még akkor is ha külön nincs részletezve a költségvetetésben.",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3712
,,,,"Labels should be placed system-wise at equal distance, by every 10 meters. Cost included in the complete price offer."," A felirati matricákat, magyar nyelven, rendszer szerint azonos távolságban 10m-ként kell elhelyezni. A költségeket az összárajánlat tartalmazza.",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3713
,,,,Piping,Csővezetékek,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3714
,,,,"Geberit Mapress Stainless steel for gaseous media
CrNiMo Steel 1.4401 according to EN 10088,welded pipe pressfitting system with bends, fittings, bushings, section-wise pressure test, freely mounted, protective coating, insulation, complete support construction in a distance defined in design and technical description, for which galvanised steel clamps/brackets, supports/hangers should be used with vibration and noise insulating rubber inlays.
","Geberit Mapress rozsdamentes acél gáznemű közegekhez
CrNiMo acél, 1.4401 az EN 10088,szabvány szerint, hegesztett csőanyag, présfitting rendszerű közésekkel, domokkal, csőhüvelyekkel, szakaszos nyomáspróbával, szabadon szerelve, alapmázolással, szigeteléssel, komplett tartózással, a terv és műszaki leírás szerinti megfogási távolságokban, melyhez horganyzott kivitelű típus csőbilincseket, csőtartókat és függesztőket kell használni rezgés- és hangszigetelt betétekkel.",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3715
,,,,"Support construction general quality requirements:
Complete support construction in a distance defined in design and technical description, for which galvanised steel clamps/brackets, supports/hangers should be used with vibration and noise insulating rubber inlays.","Tartózás általános minőségi elvárásai:
Komplett tartózást, a terv és műszaki leírás szerinti megfogási távolságokkal kell elkészíteni, melyhez horganyzott kivitelű típus csőbilincseket, csőtartókat és függesztőket kell használni rezgés- és hangszigetelt betétekkel.",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3716
,,,,,,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3717
,,,,"Compressed air, stainless steel pipe","Sűrített levegő, rozsdamentes acélcső",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3718
,400,472,41,DN12 (ø13x1),DN12 (ø13x1), -      ,fm,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3719
,400,472,42,DN15 (ø16x1),DN15 (ø16x1), -      ,fm,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3720
,400,472,43,DN20 (ø22x1.2),DN20 (ø22x1.2)," 1,912.00    ",fm,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3721
,400,472,44,DN25 (ø28x1.2),DN25 (ø28x1.2), 20.00    ,fm,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3722
,400,472,45,DN32 (ø35x1.5),DN32 (ø35x1.5), 2.00    ,fm,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3723
,400,472,46,DN40 (ø42x1.5),DN40 (ø42x1.5), -      ,fm,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3724
,400,472,47,DN50 (ø54x1.5),DN50 (ø54x1.5), 335.00    ,fm,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3725
,400,472,48,DN65 (ø76.1x2),DN65 (ø76.1x2), 160.00    ,fm,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3726
,400,472,49,DN80 (ø88.9x2),DN80 (ø88.9x2), 75.00    ,fm,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3727
,400,472,50,DN100 (ø108x2),DN100 (ø108x2), 495.00    ,fm,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3728
,,,,"Stainless steel for gaseous media
CrNiMo Steel 1.4401 according to EN 10088,welded pipe pressfitting system with bends, fittings, bushings, section-wise pressure test, freely mounted, protective coating, insulation, complete support construction in a distance defined in design and technical description, for which galvanised steel clamps/brackets, supports/hangers should be used with vibration and noise insulating rubber inlays.","Rozsdamentes acél gáznemű közegekhez
CrNiMo acél, 1.4401 az EN 10088,szabvány szerint, hegesztett csőanyag, présfitting rendszerű kötésekkel, domokkal, csőhüvelyekkel, szakaszos nyomáspróbával, szabadon szerelve, alapmázolással, szigeteléssel, komplett tartózással, a terv és műszaki leírás szerinti megfogási távolságokban, melyhez horganyzott kivitelű típus csőbilincseket, csőtartókat és függesztőket kell használni rezgés- és hangszigetelt betétekkel.",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3729
,,,,"Support construction general quality requirements:
Complete support construction in a distance defined in design and technical description, for which galvanised steel clamps/brackets, supports/hangers should be used with vibration and noise insulating rubber inlays.","Tartózás általános minőségi elvárásai:
Komplett tartózást, a terv és műszaki leírás szerinti megfogási távolságokkal kell elkészíteni, melyhez horganyzott kivitelű típus csőbilincseket, csőtartókat és függesztőket kell használni rezgés- és hangszigetelt betétekkel.",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3730
,400,472,51,DN150,DN150 , 572.00    ,fm,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3731
x,400,472,52,DN200,DN200, 99.00    ,fm,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3732
,,,,Pipe accessories,Csővezetéki szerelvények,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3733
,,,,"Flanged butterfly valve,
can be built in as end cap, shut-off valve with counterflanges, bolts and gaskets, installed according to design.
- manufacturer:
- type:","Karimás pillangószelep,
végelzáróként beépíthető elzárószelep, ellenkarimákkal, csavarokkal és tömítésekkel, felszerelve, terv szerinti helyekre.
- gyártó:
- típus:",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3734
,400,472,53,DN50,DN50, 7.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3735
,400,472,54,DN65,DN65, 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3736
,400,472,55,DN80,DN80, 5.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3737
,400,472,56,DN100,DN100, 46.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3738
,400,472,57,DN125,DN125, -      ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3739
,400,472,58,DN150,DN150, 39.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3740
x,400,472,59,DN200,DN200, 2.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3741
,,,,"Ball valve
Internal/internal threaded connection, without drain
- manufacturer:
- type:","Gömbcsap
Belső/belső menetes csatlakozással, ürítőcsonk nélkül
- gyártó:
- típus:",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3742
,400,472,60,DN20,DN20, 193.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3743
,400,472,61,DN32,DN32, 3.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3744
,400,472,62,"Pressure control valve
directly controlled diaphragm regulator with lockable rotary knob, internal/internal thread, for installation in any position
- pressure set range [bar]: 0.5-7
- operating pressure [bar]: 1-10
- connection size: DN20
- manufacturer: Festo
- type: MS-LR","Nyomásszabályzó szelep
közvetlen működésű menbrán szabályzószelep, rögzíthető forgógombbal, belső/belső menetes, tetszőleges állású  beépítésre
- beállítási tartomány [bar]: 0.5-7
- működési tartomány [bar]: 1-10
- csatlakozó méret: DN20
- gyártó: Festo
- típus: MS-LR", 98.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3745
,400,472,63,"Air storage tank
compressed air buffer, welded cylindrical galvanized steel tank, standing construction, flanged connections, discharging and pressure relief valves, pressure meters/sensors, complete with all necessary installation and operation permits
- volume [m³]: 5
- dimensions D/H [mm]:
- operational weight [kg]:
- pressure test weight (with water) [kg]:
- max. operation pressure [bar]: 11
- connection size: DN100
- manufacturer: Atlas Copco
- type: LV","Légtartály
sűrített levegő puffer, hegesztett álló horganyzott acéltartály, karimás csatlakozó csonkokkal, ürítő és biztonsági szerlvényekkel, nyomásmérőkkel és érzékelőkkel, felállítási és üzemeltetési engedéllyel
- térfogat [m³]: 5
- méretek D/H [mm]:
- üzemi tömeg [kg]:
- nyomáspróba tömeg (vízzel) [kg]:
- legnagyobb üzemi nyomás [bar]: 11
- csatlakozó méret: DN100
- gyártó: Atlas Copco
- típus: LV", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3746
,400,472,64,"Construction of compressed air drops with DN25 shut-off valve, complete
Flat rate price, shouldn't be included in combined offer","Sűrített levegő leállás készítése DN25 elzáróval, kompletten.
Egységár, nem kell szerepeltetni az összesített ajánlatban", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3747
,400,472,65,"Construction of compressed air drops with DN32 shut-off valve, complete
Flat rate price, shouldn't be included in combined offer","Sűrített levegő leállás készítése DN32. elzáróval, kompletten.
Egységár, nem kell szerepeltetni az összesített ajánlatban", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3748
,400,472,66,"Construction of compressed air drops with DN50 shut-off valve, complete
Flat rate price, shouldn't be included in combined offer","Sűrített levegő leállás készítése DN50 elzáróval, kompletten.
Egységár, nem kell szerepeltetni az összesített ajánlatban", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3749
,400,472,67,"Drain pan construction from DN100 galvanized pipe, 1000mm long, with DN25 drain valve
consists of the following parts: 2pc. reducer DN100-DN25 , 1pc. 1000mm long galanized steel pipe, 2pc. DN25 ball valve, with closing cap,complete wit accessories","Ürítőedény készítése DN100 horganyzott acélcsőből, 1000 mm hosszban DN25 ürítőszeleppel
A követekező részekből: 2 db szükítő DN100-DN25 , 1 db 1000 mm hosszú DN100  hg acélcső, 2 db DN25 golyóscsap, lezáró kupakkal, tartozékokkal", 25.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3750
,400,472,68,"Obtaining authorization for installation and construction, preparing and conducting the compressed air network's permit process, inclucing preparation and delivery of protocols to the client.","Felállítási és létesítési engedély beszerzés, sűrített levegős hálózat engedélyeztetése. Beleértve jegyzőkönyv készítése és átadása az építtető számára.", 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3751
,400,472,69,"Galvanised steel mounting rails in custom construction and grouped hangers, respectively.
Mounting rails preassembled in different lengths, including end caps, connectorsl, and threaded bolts.
Additional galvanising is not allowed.
Metal dowels, anchor bolts, threaded rods bolts and nuts and washers, grub screws should be included in flat rate prices
Manufacturer: Hilti
or technivallly equivalent 
Cost estimation only for informal purposes, exact quantiites will be finalized in execution design","Horganyzott szerelősínek egyedi konstrukcióban, illetve gyűjtőfelfüggesztések.
Szerelősinek különböző hosszban feldolgozva, beleértve véglezárókkal, összekötő elemekkel, és horogfejű meneteslemezzel.
Utólagos horganyzás a szerelősineken nem megengedett.
Fémdübelenek, hordókapcsoknak, menetes száraknak, csavaroknak anyáknak, alátéteknek, menetes stifteknek az ajánlati egységárakban szerpelniük kell.
Gyártó: Hilti
vagy vele egyenértékű 
Becslés ,a pontos mennyiség a kiviteli terv során kerül véglegesítésre"," 13,895.00    ",kg,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3752
,,,,"Installation design, commissioning, etc. of compressed air systems","Sűrített levegős rendszerek szerelési tervei, üzembe helyezése, stb, ",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3753
,400,472,70,Preparation of icomplete nstallation and detail design documentation,Az összes szerelési és részlet terv elkészítése, 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3754
,400,472,71,"preparation according to delivered execution design documents, 3 sets in printed form, 2 sets on CD,  in hungarian and english","az átadott kiviteli terveknek megfelelő kidolgozás, 3 pld nyomtatva, 2 pld CD, magyar és angol nyelven", 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3755
,400,472,72,Collision check with Autodesk Navisworks,Ütközés vizsgálat Autodesk Navisworks segítségével, 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3756
,400,472,73,"Equipment inspection, facilitating the necessary coordination and technical presentations","Berendezések felülvizsgálata, a szükséges megbeszélések és műszaki ismertetések", 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3757
,400,472,74,"Coordination of authorization and technival review with the relecant authorities, w. certifications","Egyeztetés, engedéyeztetés és műszaki felülvizsgálat az illetékes hatóságokkal, bizonylatolva", 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3758
,400,472,75,Oversight of loading and deareation,A töltés és légtelenítés ellenőrzése, 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3759
,400,472,76,documented after the succesful pressure test,az elvégzett nyomáspróba után dokumentálva, 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3760
,400,472,77,As-built documentation,Megvalósulási dokumentáció, 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3761
,400,472,78,"preparation of documents, 3 sets in printed form, 2 sets on CD,  in hungarian and english","Dokumentáció elkészítése 3 pld-ban, magyar és angol nyelven nyomtatva és 2 pld CD", 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3762
,400,472,79,On-time training of operation personnel,A kezelőszemélyzet egyszeri betanítása , 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3763
,400,472,80,Training protocol documentation,Betanítási jegyzőkönyv készítése, 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3764
,400,472,81,Commissioning and initial setup of equipment,A berendezés üzembehelyezése és beszabályozása, 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3765
,400,472,82,Pressure test,Nyomáspróba, 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3766
,400,472,83,"execution for the entire compressed air network according to regulations, protocolling","elvégzése az előírások szerint az egész sűrített levegős hálózatra, és jegyzőkönyv készítése", 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3767
,400,472,84,"Operation tests, tuning along with automation","Működés ellenőrzése, az automatikável közös beszabályozás", 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3768
,400,472,85,Labeling and marking,Táblázás és feliratozás, 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3769
,400,472,86,"Lable plate size: 100x50 mm w. welded mounting kit
Manufacturer: Hilti","Táblaméret: 100x50 mm hegeszetett tartóval
Gyártó: Hilti", 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3770
,400,472,87,Flow direction indication arrows according to DIN2404,Közeg áramlási irányának jelzése DIN2404 szerint, 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3771
,400,472,88,"Self adhesve flow direction display arrow
Size:230x40 mm","Öntapadós áramlásirány jelző nyíl 
Méret:230x40 mm", 1.00    ,set/klt,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,3772
,400,472,,Compressed air total,Sűrített levegő összesen,,,,,,,0,,IGAZ,IGAZ,HAMIS,!!!,,3773
,400,473,,Other,Egyéb,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3774
,,,,,,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3775
,,,,Comments to Mechanical Design,Megjegyzések gépészethez,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3776
,,,,,,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3777
,,,,GENERAL TECHNICAL CONDITIONS,ÁLTALÁNOS MŰSZAKI FELTÉTELEK,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3778
,,,,In case of doubt regarding content and/or interpretation a reconciliation is required,Esetleges tartami és értelmi eltérés estetén a tételt le kell egyeztetni.,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3779
,,,,"Equipment specificaions were issued for the sake of correct and thorough technical infomation, replacement with an equipment having comparable parameters is possible. Differences require item-wise co-ordination with designer and client","A megadott berendezések gyártmányai típusai csak a korrekt és teljes körű műszaki tájékoztatás miatt kerültek meghatározásra, hasonló paraméterű berendezésekkel kiválthatóak. Az eltéréseket a tervezővel és a beruházóval tételesen kell egyeztetni.",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3780
,,,,"Insted of machines, appliances selected in design, matchable products are allowed to be built in.","A tervben szereplő gépek, berendezések helyett velük egyenértékű is beépíthető.",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3781
,,,,TECHNICAL CONDITIONS OF CONSTRUCTION,MŰSZAKI KIVITELEZÉSI FELTÉTELEK,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3782
,,,,In the specified unit prices the following additive costs should be always included:,A megadott egységárakba az alábbi járulékos költségeket is bele kell érteni minden esetben:,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3783
,,,,"Every item's unit price that is requred to the accomplishment of a professionally impeccable implementation, should be included in the flat price..","Minden olyan rész egységárnak, mely a szakmailag kifogástalan komplett kivitelezés elérésséhez szükséges, az egységárakba bele kell számítani.",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3784
,,,,"Every auxiliary materials, costs, tools, works, personal protective equipment that is not itemized and priced separately, however, necessary for the sub-contractor, should be included in the contractor's flat price.","Minden segédanyag, gépköltség, szerszám, munka és munkavédelmi berendezést, mely nincs külön költségelve kiírva, ugyanakkor az alvállalkozó részére szükséges, azt az alvállalkozói egységárnak tartamaznia kell.",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3785
,,,,Occurrent customs duties are included in the presented flat prices.,Esetleges vámköltségek is a megadott egységárak tartalmazzák.,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3786
,,,,Every surveys ordered by the customer should be performed by the contractor at no additional costs.,Minden Megrendelő által elrendelt felmérési munkát az alvállalkozónak költségtérítés nélkül el kell végeznie.,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3787
,,,,Costs of insulation and other assembly works required auxiliary materials should also be included in flat prices. Selection of a system and function conform supporting sturctue is the contractor's responsibility (excep: building structure).,Hőszigetelési és egyyéb szerelési munkáknál a rögzítőanyagok költségét szintén kell hogy az egységárak tartalmazzák. A rendszernek és funkciónak megfelelő tartószerkezet kiválasztása az alvállalkozó felelőssége (kivétel épület tartószerkezet).,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3788
,,,,"Every waste and scrap from materials owned by the contractor remains in the property of the contractor. Disposal and waste treatment, organization, vendition in accordance with official regulations lie in contractor's responsibility, and part of the contractual obligations.","Minden az építkezésen az alvállalkozó anyagából keletkező hulladék és maradék anyag az alvállalkozó tulajdonát képezi. Az építkezés területéről ezen hulladék és maradék anyagok szakszerű hatósági előírásoknak megfelelő elszállítása, hulladék kezelése, rendszerezése, értékesítése az alvállallkozó felelőssége, és szerződéses feladatát képezi.",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3789
,,,,"Regular and final cleaning of the construction site and dedusting of equipment installed by the contractor is his/her duty, its costs are included in flat rate prices.","Rendszeres és a végleges munkaterület kitakarítása, alvállalkozó által beszerelt berendezések portalanítása az alvállalkozó feladata, költségét az egységárak tartamazzák.",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3790
,,,,"A szerződés megkötése előtt a kivitelezőnek egyeztetnie szükséges a Belsőépítész terezővel a berendezések kiviteléről (pl.: szín, kivitel, stb.).","A szerződés megkötése előtt a kivitelezőnek egyeztetnie szükséges a Belsőépítész terezővel a berendezések kiviteléről (pl.: szín, kivitel, stb.).",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3791
,,,,Bidder is obliged to produce a functioning and fully complete equipment construction.,Az ajánlattevő köteles egy működőképes és egyben teljes komplett berendezés kivitelezést elkészíteni.,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,3792
